"","Kingdom","Phylum","Class","Order","Family","Genus","Species","SourceID","Seq","indtype"
"3292","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21075",NA
"3294","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21084",NA
"3296","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21087",NA
"3299","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq21008",NA
"3300","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21096",NA
"3301","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21098",NA
"3302","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq21101",NA
"3303","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21106",NA
"3304","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq21111",NA
"3306","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21121",NA
"3307","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21122",NA
"3308","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21123",NA
"3309","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21124",NA
"3310","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21125",NA
"3311","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21129",NA
"3314","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21134",NA
"3315","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq21133",NA
"3316","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21145",NA
"3317","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq21155",NA
"3318","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21167",NA
"3319","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21173",NA
"3320","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq21185",NA
"3321","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq21193",NA
"3323","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21198",NA
"3324","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq21199",NA
"3326","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21203",NA
"3327","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21204",NA
"3328","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21201",NA
"3330","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21211",NA
"3331","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21212",NA
"3332","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21214",NA
"3333","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq21215",NA
"3334","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq21218",NA
"3335","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21217",NA
"3336","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq21221",NA
"3337","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21226",NA
"3338","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq21239",NA
"3339","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21248",NA
"3340","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21253",NA
"3341","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq21257",NA
"3342","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21261",NA
"3343","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21264",NA
"3344","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21269",NA
"3345","Metazoa","Placozoa",NA,NA,NA,NA,NA,"80_Match","sq21272",NA
"3346","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq21275",NA
"3349","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq21220",NA
"3352","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21273",NA
"3359","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq21380",NA
"3362","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21409",NA
"3363","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21413",NA
"3366","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq21434",NA
"3368","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21466",NA
"3369","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq21465",NA
"3370","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq21475",NA
"3371","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq21478",NA
"3375","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq21493",NA
"3376","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21464",NA
"3377","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq21476",NA
"3378","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21555",NA
"3379","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq21565",NA
"3382","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq21618",NA
"3383","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq21570",NA
"3384","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21620",NA
"3385","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq21571",NA
"3388","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq21639",NA
"3389","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq21654",NA
"3391","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq21664",NA
"3393","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq21601",NA
"3395","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq21676",NA
"3396","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21681",NA
"3397","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21686",NA
"3398","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq21708",NA
"3399","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq21614",NA
"3400","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq21662",NA
"3401","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq21678",NA
"3402","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21670",NA
"3403","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq21775",NA
"3404","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq21780",NA
"3409","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21758",NA
"3410","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21827",NA
"3411","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq21832",NA
"3413","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21840",NA
"3414","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq21841",NA
"3415","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq21843",NA
"3416","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq21849",NA
"3419","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq21895",NA
"3420","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21898",NA
"3421","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq21908",NA
"3422","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq21909",NA
"3423","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21918",NA
"3425","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21936",NA
"3426","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq21942",NA
"3427","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq21833",NA
"3429","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq21956",NA
"3430","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq21975",NA
"3433","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq21893",NA
"3434","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22024",NA
"3440","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22075",NA
"3441","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq22078",NA
"3442","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq22020",NA
"3445","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22097",NA
"3447","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq22047",NA
"3448","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22112",NA
"3449","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq22125",NA
"3451","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq22133",NA
"3452","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq22134",NA
"3453","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22137",NA
"3454","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22139",NA
"3456","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22146",NA
"3457","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq22160",NA
"3458","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq22171",NA
"3459","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq22175",NA
"3460","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22185",NA
"3461","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq22196",NA
"3462","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22135",NA
"3463","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22225",NA
"3464","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq22268",NA
"3465","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq22283",NA
"3466","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq22286",NA
"3467","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22293",NA
"3468","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22320",NA
"3470","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22332",NA
"3471","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22342",NA
"3472","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq22349",NA
"3478","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22374",NA
"3481","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq22317",NA
"3482","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22402",NA
"3483","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22406",NA
"3484","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq22338",NA
"3485","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22418",NA
"3486","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22429",NA
"3489","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22443",NA
"3490","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22448",NA
"3492","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq22452",NA
"3493","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22454",NA
"3495","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq22458",NA
"3496","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22392",NA
"3498","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq22469",NA
"3500","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq22477",NA
"3502","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq22487",NA
"3503","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq22497",NA
"3505","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq22513",NA
"3507","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq22528",NA
"3508","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq22531",NA
"3509","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22532",NA
"3510","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq22535",NA
"3513","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22550",NA
"3514","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq22556",NA
"3516","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq22612",NA
"3518","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq22666",NA
"3520","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq22676",NA
"3521","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22685",NA
"3522","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq22688",NA
"3523","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22707",NA
"3524","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22654",NA
"3526","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq22706",NA
"3533","Metazoa","Mollusca",NA,NA,NA,NA,NA,"LCA_Blast","sq9530",NA
"3534","Metazoa","Mollusca",NA,NA,NA,NA,NA,"LCA_Blast","sq870",NA
"3535","Metazoa","Mollusca",NA,NA,NA,NA,NA,"LCA_Blast","sq16842",NA
"3536","Protozoa","Discosea",NA,NA,NA,NA,NA,"LCA_Blast","sq16449",NA
"3537","Protozoa","Discosea",NA,NA,NA,NA,NA,"LCA_Blast","sq21984",NA
"3538","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20287",NA
"3539","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20713",NA
"3540","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"LCA_Blast","sq8543",NA
"3541","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq9666",NA
"3542","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq10107",NA
"3543","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11298",NA
"3544","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12593",NA
"3545","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14944",NA
"3546","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15061",NA
"3547","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15688",NA
"3548","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15771",NA
"3549","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq18513",NA
"3550","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20042",NA
"3551","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20513",NA
"3552","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20643",NA
"3553","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq30",NA
"3554","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq397",NA
"3555","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq5132",NA
"3556","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq5168",NA
"3558","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq712",NA
"3559","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8970",NA
"3560","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15661",NA
"3561","Metazoa","Chordata",NA,NA,NA,NA,NA,"LCA_Blast","sq16247",NA
"3562","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq1144","high"
"3563","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq20989",NA
"3564","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq22230",NA
"3566","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq2378","low"
"3567","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq10386",NA
"3568","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq12905",NA
"3569","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq14235",NA
"3570","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq794",NA
"3571","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq9577",NA
"3572","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2060",NA
"3573","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11234","low"
"3574","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12292",NA
"3575","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13230",NA
"3576","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2907",NA
"3577","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq505",NA
"3578","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq4674","low"
"3579","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq946",NA
"3580","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"LCA_Blast","sq20085",NA
"3581","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq15236",NA
"3582","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15026",NA
"3583","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20742",NA
"3584","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq610",NA
"3585","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"LCA_Blast","sq11229",NA
"3586","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"LCA_Blast","sq13335",NA
"3587","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"LCA_Blast","sq17472",NA
"3588","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"LCA_Blast","sq2739",NA
"3589","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq158",NA
"3590","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq10755",NA
"3591","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11226",NA
"3592","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14275",NA
"3593","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15080",NA
"3594","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq17045",NA
"3595","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq18395",NA
"3596","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq18415",NA
"3597","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq4008",NA
"3598","Viridiplantae","Chlorophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq19822",NA
"3599","Viridiplantae","Chlorophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq22678",NA
"3600","Viridiplantae","Chlorophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq19530",NA
"3601","Viridiplantae","Chlorophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq4575",NA
"3602","Metazoa","Nematoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1841","low"
"3603","Metazoa","Nematoda",NA,NA,NA,NA,NA,"LCA_Blast","sq19159",NA
"3604","Metazoa","Nematoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20439",NA
"3605","Metazoa","Nematoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20577",NA
"3606","Metazoa","Nematoda",NA,NA,NA,NA,NA,"LCA_Blast","sq21643",NA
"3607","Metazoa","Nematoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8456",NA
"3608","Metazoa","Nematoda",NA,NA,NA,NA,NA,"LCA_Blast","sq9715",NA
"3609",NA,"Haptista",NA,NA,NA,NA,NA,"LCA_Blast","sq12138",NA
"3610",NA,"Haptista",NA,NA,NA,NA,NA,"LCA_Blast","sq15428",NA
"3611","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12335",NA
"3612","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13113",NA
"3613","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq11218",NA
"3616","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq13309",NA
"3617","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq15621",NA
"3618","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq15724",NA
"3619","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq1655",NA
"3620","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq1892",NA
"3621","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq231",NA
"3622","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq2732",NA
"3623","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq5568",NA
"3624","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq9199",NA
"3625","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq9995",NA
"3626","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13938",NA
"3627","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15945",NA
"3628","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq17011",NA
"3629","Protozoa","Discosea",NA,NA,NA,NA,NA,"LCA_Blast","sq10687",NA
"3630","Protozoa","Discosea",NA,NA,NA,NA,NA,"LCA_Blast","sq19122",NA
"3631","Metazoa","Xenacoelomorpha",NA,NA,NA,NA,NA,"LCA_Blast","sq15704",NA
"3632","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq10957","low"
"3633","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11147",NA
"3634","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq18530",NA
"3635","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8268",NA
"3636","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1073",NA
"3637","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14992",NA
"3638","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq18373",NA
"3639","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq5829",NA
"3640","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8833",NA
"3641","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq13617",NA
"3642","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11850",NA
"3643","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq707",NA
"3644","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14134",NA
"3645","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15726",NA
"3646","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq16770",NA
"3647","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20038",NA
"3648","Metazoa","Nematoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12909",NA
"3650","Metazoa","Nematoda",NA,NA,NA,NA,NA,"LCA_Blast","sq22744",NA
"3651","Metazoa","Nematoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8318",NA
"3652","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13762",NA
"3653","Metazoa","Chordata",NA,NA,NA,NA,NA,"LCA_Blast","sq10380",NA
"3654","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq9889",NA
"3655","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11946",NA
"3656","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1206",NA
"3657","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq16832",NA
"3658","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq16934",NA
"3659","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20423",NA
"3660","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2136",NA
"3661","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2573",NA
"3662","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq3943",NA
"3663","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq4905",NA
"3664","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq5637",NA
"3665","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq6615",NA
"3666","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2164",NA
"3667","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"LCA_Blast","sq2250",NA
"3668","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq22056",NA
"3669","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq9212",NA
"3670","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq10510","low"
"3671","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq16837",NA
"3672","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2615",NA
"3674","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq17442",NA
"3675","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq2227",NA
"3676","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq9462",NA
"3677","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"LCA_Blast","sq3908",NA
"3678","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq3079",NA
"3679","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq14022",NA
